Opportunity Name,Level 2 Government,Bridge Name,Project Code,Stage,Sub-Stage,CaseSafeID,B2P Fiscal Year,latitude,longitude,Individuals Directly Served,Population Estimate 2000m
Rwanda - Bugambo - 1007332,Burera,Bugambo,1007332,Identified,Technical,006f100000a86CuAAI,2019,-1.377,29.80729,1892,8263
Rwanda - Gakomo - 1007422,Ngororero,Gakomo,1007422,Identified,Technical,006f100000a86EMAAY,2018,-1.93935456,29.63153625,6000,8019
Rwanda - Bushoka - 1007423,Ngororero,Bushoka,1007423,Complete,In Service,006f100000a86ENAAY,2021,-1.801579,29.645831,1500,5866
Rwanda - Murambi - 1007424,Ngororero,Murambi,1007424,Complete,In Service,006f100000a86EOAAY,2022,-1.856167,29.622611,1000,8467
Rwanda - Muhembe - 1007425,Ngororero,Muhembe,1007425,Complete,In Service,006f100000a86EPAAY,2021,-1.82487,29.61382,2102,8027
Rwanda - Mucyabahinja - 1007426,Ngororero,Mucyabahinja,1007426,Complete,In Service,006f100000a86EQAAY,2022,-1.819809,29.6066111,3587,8502
Rwanda - Munyegera - 1007427,Ngororero,Munyegera,1007427,Identified,Technical,006f100000a86ERAAY,2018,-1.82273,29.58247,4325,7637
Rwanda - Kirombozi - 1007428,Ngororero,Kirombozi,1007428,Identified,Technical,006f100000a86ESAAY,2019,-1.929636,29.799125,500,5128
Rwanda - Kwa Agnes - 1007429,Ngororero,Kwa Agnes,1007429,Identified,Technical,006f100000a86ETAAY,2019,-1.9264167,29.5062222,500,5109
Rwanda - Kamasiga - 1007430,Ngororero,Kamasiga,1007430,Identified,Technical,006f100000a86EUAAY,2018,-1.92789109,29.63116618,3400,8735
Rwanda - Kigufi - 1007431,Ngororero,Kigufi,1007431,Identified,Vehicular Bridge Required,006f100000a86EVAAY,2019,-1.8153056,29.578056,500,7560
Rwanda - Kazabe - 1007432,Ngororero,Kazabe,1007432,Identified,Technical,006f100000a86EWAAY,2018,-1.85795617,29.62374517,2100,8321
Rwanda - Kibirira - 1007433,Ngororero,Kibirira,1007433,Identified,Technical,006f100000a86EXAAY,2018,-1.9307222,29.6403611,500,7740
Rwanda - Base - 1007625,Rulindo,Base,1007625,Identified,Vehicular Bridge Required,006f100000a86HdAAI,2014,-1.6404167,29.8977778,3000,7666
Rwanda - Nyirangarama - 1007626,Rulindo,Nyirangarama,1007626,Identified,Technical,006f100000a86HeAAI,2018,-1.66889,29.89389,1800,7539
Rwanda - Kabahama - 1007628,Rulindo,Kabahama,1007628,Identified,Vehicular Bridge Required,006f100000a86HgAAI,2019,-1.6306667,29.8939167,3000,7661
Rwanda - Cyiri - 1007629,Rulindo,Cyiri,1007629,Identified,Identified in Needs Assessment,006f100000a86HhAAI,2018,-1.68333,29.89917,800,7992
Rwanda - Nyarurama - 1007630,Rulindo,Nyarurama,1007630,Prospecting,,006f100000a86HiAAI,2023,-1.754738,30.084552,2556,5703
Rwanda - Gatwa - 1007631,Rulindo,Gatwa,1007631,Identified,Technical,006f100000a86HjAAI,2018,-1.65237,29.9201,2509,8000
Rwanda - Musega - 1007632,Rulindo,Musega,1007632,Identified,Vehicular Bridge Required,006f100000a86HkAAI,2014,-1.8023333,30.0800278,3000,6116
Rwanda - Karambi - 1007334,Burera,Karambi,1007334,Identified,Vehicular Bridge Required,006f100000a86CwAAI,2019,-1.39214,29.81063,1573,8366
Rwanda - Musangabo - 1007335,Burera,Musangabo,1007335,Identified,Vehicular Bridge Required,006f100000a86CxAAI,2019,-1.38223,29.77727,1253,8284
Rwanda - Rugezi - 1007336,Burera,Rugezi,1007336,Identified,Technical,006f100000a86CyAAI,2019,-1.48563,29.88871,432,4497
Rwanda - Mazimeru - 1007338,Gakenke,Mazimeru,1007338,Identified,Technical,006f100000a86D0AAI,2018,-1.690555556,29.81666667,1940,6380
Rwanda - Kwabarihuta - 1007339,Gakenke,Kwabarihuta,1007339,Identified,Technical,006f100000a86D1AAI,2018,-1.698333333,29.79861111,3500,6434
Rwanda - Gitwa - 1007340,Gakenke,Gitwa,1007340,Complete,In Service,006f100000a86D2AAI,2021,-1.738888,29.755277,2860,4834
Rwanda - G.s Mugunga - 1007342,Gakenke,G.s Mugunga,1007342,Confirmed,,006f100000a86D4AAI,2023,-1.693888889,29.64861111,1610,9313
Rwanda - Mugari - 1007343,Gakenke,Mugari,1007343,Identified,Technical,006f100000a86D5AAI,2018,-1.603205,29.719441,970,8252
Rwanda - Kabarashi - 1007344,Gakenke,Kabarashi,1007344,Identified,Technical,006f100000a86D6AAI,2018,-1.694722222,29.79777778,3600,6469
Rwanda - Rutenga - 1007345,Gakenke,Rutenga,1007345,Identified,Technical,006f100000a86D7AAI,2018,-1.623888889,29.71166667,1926,8680
Rwanda - Ntaruka - 1007347,Gakenke,Ntaruka,1007347,Complete,In Service,006f100000a86D9AAI,2021,-1.781111111,29.87916667,1600,5534
Rwanda - Nyarutovu - 1007348,Gakenke,Nyarutovu,1007348,Identified,Technical,006f100000a86DAAAY,2018,-1.688888888,29.66805556,1589,9361
Rwanda - Mugunga - 1007349,Gakenke,Mugunga,1007349,Identified,Technical,006f100000a86DBAAY,2018,-1.623611111,29.70305556,664,8435
Rwanda - Gitongo - 1007350,Gakenke,Gitongo,1007350,Identified,Technical,006f100000a86DCAAY,2018,-1.704166667,29.84666667,1200,5738
Rwanda - Kagarama - 1007325,Nyamasheke,Kagarama,1007325,Complete,In Service,006f100000a82QzAAI,2018,-2.322534,29.141944,4000,10333
Rwanda - Gashushura - 1007633,Rulindo,Gashushura,1007633,Identified,Technical,006f100000a86HlAAI,2018,-1.61306,29.88583,1050,8312
Rwanda - Kamuragi - 1007634,Rulindo,Kamuragi,1007634,Identified,Technical,006f100000a86HmAAI,2018,-1.74278,29.94694,1260,5699
Rwanda - Ruhinga - 1007594,Nyaruguru,Ruhinga,1007594,Identified,Vehicular Bridge Required,006f100000a86H8AAI,2019,-2.69618,29.42616,1000,4527
Rwanda - Muyira - 1007595,Nyaruguru,Muyira,1007595,Identified,Technical,006f100000a86H9AAI,2019,-2.7221,29.43916,3000,3797
Rwanda - Gaseso - 1007597,Nyaruguru,Gaseso,1007597,Identified,Technical,006f100000a86HBAAY,2019,-2.62936,29.4521944,555,4805
Rwanda - Sheke - 1007598,Nyaruguru,Sheke,1007598,Identified,Technical,006f100000a86HCAAY,2019,-2.68053167,29.51431667,3000,1779
Rwanda - Bugizi - 1007599,Nyaruguru,Bugizi,1007599,Identified,Identified in Needs Assessment,006f100000a86HDAAY,2019,-2.53305556,29.53638889,4789,4366
Rwanda - Gashasho - 1007600,Rubavu,Gashasho,1007600,Complete,In Service,006f100000a86HEAAY,2023,-1.71333,29.3925,1013,7461
Rwanda - Mucyondo - 1007601,Rubavu,Mucyondo,1007601,Identified,Technical,006f100000a86HFAAY,2019,-1.70902,29.35808,65160,16607
Rwanda - Rwanzuki - 1007602,Rubavu,Rwanzuki,1007602,Identified,Technical,006f100000a86HGAAY,2014,-1.7210833,29.3209167,500,10576
Rwanda - Gasenyi - 1007603,Rubavu,Gasenyi,1007603,Identified,Technical,006f100000a86HHAAY,2018,-1.699166,29.336944,1732,18934
Rwanda - Muriba - 1007604,Rubavu,Muriba,1007604,Identified,Technical,006f100000a86HIAAY,2023,-1.7091666,29.3777,800,9399
Rwanda - Ruraje - 1007605,Rubavu,Ruraje,1007605,Identified,Requested,006f100000a86HJAAY,2018,-1.70833,29.379722,700,8965
Rwanda - Kidandari - 1007437,Nyabihu,Kidandari,1007437,Identified,Technical,006f100000a86EbAAI,2019,-1.6695278,29.5934722,3000,7943
Rwanda - Mukamira - 1007439,Nyabihu,Mukamira,1007439,Under Construction,,006f100000a86EdAAI,2023,-1.6198,29.50244,3006,12381
Rwanda - Gatovu - 1007441,Nyabihu,Gatovu,1007441,Identified,Technical,006f100000a86EfAAI,2018,-1.6911944,29.5574167,3065,8977
Rwanda - Gasaso - 1007442,Nyabihu,Gasaso,1007442,Identified,,006f100000a86EgAAI,2018,-1.6331111,29.4766111,3000,12762
Rwanda - Kamiro - 1007444,Nyabihu,Kamiro,1007444,Complete,In Service,006f100000a86EiAAI,2022,-1.681,29.50024,3805,9458
Rwanda - Gisiza - 1007635,Rulindo,Gisiza,1007635,Complete,In Service,006f100000a86HnAAI,2022,-1.76842,30.06324,6898,7859
Rwanda - Cyivugiza - 1007636,Rulindo,Cyivugiza,1007636,Identified,Identified in Needs Assessment,006f100000a86HoAAI,2018,-1.80183,30.07574,3989,6787
Rwanda - Gihinga - 1007637,Rulindo,Gihinga,1007637,Prospecting,,006f100000a86HpAAI,2023,-1.75328,30.01969,,5625
Rwanda - Gitaba - 1007638,Rulindo,Gitaba,1007638,Identified,Vehicular Bridge Required,006f100000a86HqAAI,2014,-1.7067778,29.9143611,1000,7313
Rwanda - Rutonde - 1007639,Rulindo,Rutonde,1007639,Identified,Technical,006f100000a86HrAAI,2018,-1.8128056,29.9603333,1000,4423
Rwanda - Kirambo - 1007642,Rulindo,Kirambo,1007642,Identified,Requested,006f100000a86HuAAI,2018,-1.75152,30.00904,1100,5264
Rwanda - Buhunde - 1007643,Rulindo,Buhunde,1007643,Identified,Vehicular Bridge Required,006f100000a86HvAAI,2018,-1.653,29.9257778,1000,7912
Rwanda - Rukoma - 1007645,Rulindo,Rukoma,1007645,Identified,Technical,006f100000a86HxAAI,2018,-1.79476,29.98846,2624,4592
Rwanda - Sakara - 1007646,Rulindo,Sakara,1007646,Identified,Technical,006f100000a86HyAAI,2018,-1.8036389,29.9891944,1000,4707
Rwanda - Mitabi - 1007647,Rulindo,Mitabi,1007647,Prospecting,,006f100000a86HzAAI,2023,-1.74817,30.03081,2832,5756
Rwanda - Buraro - 1007648,Rulindo,Buraro,1007648,Identified,Local Investment,006f100000a86I0AAI,2018,-1.7658889,29.96425,1000,5083
Rwanda - Gitovu - 1007649,Rulindo,Gitovu,1007649,Complete,In Service,006f100000a86I1AAI,2023,-1.622647,29.890423,2155,7861
Rwanda - Gipfundo - 1007651,Rulindo,Gipfundo,1007651,Identified,,006f100000a86I3AAI,2022,-1.720313,30.081412,1700,4818
Rwanda - Nyungwe - 1007652,Gasabo,Nyungwe,1007652,Identified,Technical,006f100000a86I4AAI,2019,-1.857823,29.992177,3402,7307
Rwanda - Kiziranyenzi - 1007653,Gasabo,Kiziranyenzi,1007653,Identified,Technical,006f100000a86I5AAI,2019,-1.848168,29.991187,5983,6854
Rwanda - Pindura - 1007654,Rusizi,Pindura,1007654,Identified,Technical,006f100000a86I6AAI,2019,-2.594639,28.981427,3802,9929
Rwanda - Nyamigina 2 - 1007606,Ruhango,Nyamigina 2,1007606,Identified,Technical,006f100000a86HKAAY,2019,-2.17262,30.6741,2436,2094
Rwanda - Nyangandika - 1007607,Ruhango,Nyangandika,1007607,Identified,Technical,006f100000a86HLAAY,2018,-2.18495,29.80927,1067,6206
Rwanda - Gasyogogo - 1007609,Ruhango,Gasyogogo,1007609,Complete,In Service,006f100000a86HNAAY,2019,-2.161944,29.665556,2685,6089
Rwanda - Gitaraga 1 - 1007610,Ruhango,Gitaraga 1,1007610,Identified,,006f100000a86HOAAY,2014,-2.1201667,29.6892222,1000,4940
Rwanda - Kinoko - 1007352,Gakenke,Kinoko,1007352,Identified,Technical,006f100000a86DEAAY,2018,-1.699722222,29.69666667,1000,6630
Rwanda - Karuhunge - 1007354,Gakenke,Karuhunge,1007354,Identified,Technical,006f100000a86DGAAY,2018,-1.6025,29.70666,2250,9071
Rwanda - Buranga - 1007356,Gakenke,Buranga,1007356,Identified,Technical,006f100000a86DIAAY,2018,-1.639722,29.784722,2958,9679
Rwanda - Cyangoga - 1007357,Gakenke,Cyangoga,1007357,Identified,Technical,006f100000a86DJAAY,2018,-1.619444444,29.63333333,1230,9313
Rwanda - Nama - 1007449,Nyabihu,Nama,1007449,Identified,Technical,006f100000a86EnAAI,2018,-1.6798,29.51732,850,11348
Rwanda - Nyamutukura - 1007450,Nyabihu,Nyamutukura,1007450,Identified,Technical,006f100000a86EoAAI,2018,-1.61806,29.47252,1610,14212
Rwanda - Kinoni - 1007451,Nyabihu,Kinoni,1007451,Identified,Technical,006f100000a86EpAAI,2018,-1.67984,29.51707,3821,11355
Rwanda - Murambi - 1007452,Nyabihu,Murambi,1007452,Identified,Technical,006f100000a86EqAAI,2018,-1.67991,29.46661,2290,4247
Rwanda - Gitinda - 1007453,Nyabihu,Gitinda,1007453,Identified,Technical,006f100000a86ErAAI,2024,-1.70215,29.51309,1051,8970
Rwanda - Biryogo - 1007454,Nyagatare,Biryogo,1007454,Identified,Technical,006f100000a86EsAAI,2019,-1.367991,30.288805,11718,3538
Rwanda - Isangano - 1007455,Nyagatare,Isangano,1007455,Identified,Identified in Needs Assessment,006f100000a86EtAAI,2019,-1.334487,30.250622,17237,4001
Rwanda - cyagara - 1007657,Rusizi,cyagara,1007657,Identified,Technical,006f100000a86I9AAI,2019,-2.6891,28.99726,30956,10650
Rwanda - Nyabiranka - 1007658,Rusizi,Nyabiranka,1007658,Identified,Technical,006f100000a86IAAAY,2019,-2.396098,28.927481,3000,10089
Rwanda - Muhari - 1007659,Rusizi,Muhari,1007659,Identified,Technical,006f100000a86IBAAY,2019,-2.45399,28.89774,6000,5875
Rwanda - Kabamba - 1007660,Rusizi,Kabamba,1007660,Identified,,006f100000a86ICAAY,2024,-2.68722,29.02778,22815,7665
Rwanda - Rusayo - 1007661,Rusizi,Rusayo,1007661,Identified,Technical,006f100000a86IDAAY,2019,-2.697308,29.029517,17270,10450
Rwanda - Rungunga - 1007662,Rusizi,Rungunga,1007662,Identified,Technical,006f100000a86IEAAY,2019,-2.6668,29.00909,2471,8523
Rwanda - Kabugarama - 1007663,Rusizi,Kabugarama,1007663,Identified,Technical,006f100000a86IFAAY,2019,-2.584342,28.971386,3414,9109
Rwanda - Gasovu - 1007664,Rutsiro,Gasovu,1007664,Identified,Technical,006f100000a86IGAAY,2019,-1.89261,29.3735,2135,11483
Rwanda - Ntaruko - 1007665,Rutsiro,Ntaruko,1007665,Identified,Technical,006f100000a86IHAAY,2019,-2.03645,29.41441,2590,8886
Rwanda - Kumizero - 1007666,Rutsiro,Kumizero,1007666,Identified,Technical,006f100000a86IIAAY,2019,-1.89091,29.37094,1506,11263
Rwanda - Mabanza - 1007612,Ruhango,Mabanza,1007612,Identified,Technical,006f100000a86HQAAY,2018,-2.12558,29.67786,1321,5958
Rwanda - Kirambo - 1007614,Rulindo,Kirambo,1007614,Identified,,006f100000a86HSAAY,2018,-1.8147778,29.9598056,1000,4393
Rwanda - Rubanda - 1007615,Rulindo,Rubanda,1007615,Identified,Technical,006f100000a86HTAAY,2019,-1.6443889,29.8994722,2777,7806
Rwanda - Muduha - 1007617,Rulindo,Muduha,1007617,Complete,In Service,006f100000a86HVAAY,2023,-1.72441,30.0589,800,5019
Rwanda - Nyamugari - 1007620,Rulindo,Nyamugari,1007620,Prospecting,,006f100000a86HYAAY,2023,-1.66139,29.88583,,6912
Rwanda - Karengo - 1008002,Rulindo,Karengo,1008002,Identified,,006f100000aATjCAAW,2019,-1.78583333,30.0825,7767,5995
Rwanda - Buyoga - 1009296,Muhanga,Buyoga,1009296,Identified,,006f100000ary6hAAA,2019,-1.930371,29.779313,1550,4060
Rwanda - Rurembo - 1009700,Gicumbi,Rurembo,1009700,Identified,Technical,006f100000bMJwmAAG,2018,,,,
Rwanda - Kirwa - 1009702,Gicumbi,Kirwa,1009702,Identified,Technical,006f100000bMJxuAAG,2018,-1.61168,30.15833,1789,4301
Rwanda - Ndarama - 1009706,Gicumbi,Ndarama,1009706,Identified,Technical,006f100000bMJzCAAW,2018,-1.46305,30.0909,1523,5476
Rwanda - Nyamugari - 1009713,Gicumbi,Nyamugari,1009713,Identified,Technical,006f100000bMK1IAAW,2018,-1.55224,30.16326,574,3920
Rwanda - Kigoma - 1009707,Gicumbi,Kigoma,1009707,Identified,Technical,006f100000bMJzqAAG,2018,-1.65897,30.114,3350,5747
Rwanda - Nyagakizi - 1009714,Gicumbi,Nyagakizi,1009714,Complete,In Service,006f100000bMK1XAAW,2023,-1.533333,30.173611,1216,3908
Rwanda - Ngabira munsi y umurenge - 1009712,Gicumbi,Ngabira munsi y umurenge,1009712,Identified,Technical,006f100000bMK0oAAG,2018,-1.44522,30.08827,0,4253
Rwanda - Kiruhura - 1009705,Gicumbi,Kiruhura,1009705,Identified,Technical,006f100000bMJz7AAG,2019,-1.464697,30.056749,1185,6825
Rwanda - Rugaragara-Mayogi - 1009710,Gicumbi,Rugaragara-Mayogi,1009710,Identified,Technical,006f100000bMK0PAAW,2018,-1.7012,30.20941,1060,4623
Rwanda - Rurenge - 1009715,Gicumbi,Rurenge,1009715,Identified,Technical,006f100000bMK1cAAG,2018,-1.51969,30.15237,1326,2662
Rwanda - Murehe - 1009716,Gicumbi,Murehe,1009716,Identified,Technical,006f100000bMK1dAAG,2018,-1.54881,30.13056,580,4306
Rwanda - Rutagara - 1009554,Gakenke,Rutagara,1009554,Identified,Vehicular Bridge Required,006f100000bKzAFAA0,2018,-1.730472,29.662278,0,8890
Rwanda - Kurutare - 1009553,Gakenke,Kurutare,1009553,Identified,,006f100000bKz7zAAC,2018,-1.733888889,29.65638889,2850,9401
Rwanda - Minigo - 1009064,Rubavu,Minigo,1009064,Complete,In Service,006f100000aSNCPAA4,2018,-1.692028,29.294444,4300,13232
Rwanda - Nyarurembo - 1009066,Rubavu,Nyarurembo,1009066,Identified,,006f100000aSNCRAA4,2023,-1.705622,29.309857,,
Rwanda - Rukore - 1009067,Rubavu,Rukore,1009067,Complete,In Service,006f100000aSNCSAA4,2018,-1.746972,29.370611,170,9346
Rwanda - Kazabe - 1009068,Rubavu,Kazabe,1009068,Complete,In Service,006f100000aSNCTAA4,2019,-1.723639,29.366194,4100,9871
Rwanda - Nombe - 1009071,Rubavu,Nombe,1009071,Identified,Vehicular Bridge Required,006f100000aSNCWAA4,2019,-1.7056,29.30982,,12835
Rwanda - Buhuma - Rubambiro - 1039222,Ngororero,Buhuma - Rubambiro,1039222,Identified,,0063Z00000sfDhPQAU,2024,-1.820328,29.547763,3200,
Rwanda - Nkuri - RW125,Ngororero,Nkuri,RW125,Complete,In Service,006f100000Zt6QcAAJ,2018,-1.922667,29.575833,5000,6021
Rwanda - Karehe - RW126,Ngororero,Karehe,RW126,Complete,In Service,006f100000Zt6UjAAJ,2018,-1.971333,29.602778,8000,6622
Rwanda - Budende - RW120,Muhanga,Budende,RW120,Complete,In Service,006f100000ZQRkHAAX,2017,-1.87583,29.80681,8520,4592
Rwanda - Kumusenyi - RW119,Muhanga,Kumusenyi,RW119,Complete,In Service,006f100000ZQRkOAAX,2017,-1.827389,29.67125,8500,7227
Rwanda - Nyirakibehe - RW124,Gasabo,Nyirakibehe,RW124,Complete,In Service,006f100000ZQRkPAAX,2017,-1.848167,30.097,10000,5174
Rwanda - Rutaka - RW118,Muhanga,Rutaka,RW118,Complete,In Service,006f100000ZQRkQAAX,2017,-2.041333,29.69886,10000,6172
Rwanda - Uwimpfizi - RW123,Nyaruguru,Uwimpfizi,RW123,Complete,In Service,006f100000ZQRkRAAX,2017,-2.621,29.4405,2000,4002
Rwanda - Vunga - RW901,,Vunga,RW901,Complete,In Service,006f100000ZQRpqAAH,2008,-1.687948,29.637861,500,9328
Rwanda - Kamasiga Kibrira - RW902,Ngororero,Kamasiga Kibrira,RW902,Complete,In Service,006f100000ZQRprAAH,2012,-1.92738,29.629086,10000,8899
Rwanda - Mayange Nyamabare - RW903,Gatsibo,Mayange Nyamabare,RW903,Complete,In Service,006f100000ZQRpsAAH,2012,-1.555918,30.211844,12000,4185
Rwanda - Kamajanga - 1002618,Nyabihu,Kamajanga,1002618,Complete,In Service,006f100000ZQRptAAH,2013,-1.732996,29.543025,1000,12594
Rwanda - Cyamtunda - 1002619,Karongi,Cyamtunda,1002619,Complete,In Service,006f100000ZQRpuAAH,2013,-2.222701,29.529556,2400,4284
Rwanda - Bakokwe - 1002620,Kamonyi,Bakokwe,1002620,Complete,In Service,006f100000ZQRpvAAH,2013,-1.90272,29.79132,3000,4215
Rwanda - Muregeya - 1002621,Karongi,Muregeya,1002621,Complete,Out of Service,006f100000ZQRpwAAH,2013,-2.024871,29.380443,3620,5256
Rwanda - Taba - 1002622,Gakenke,Taba,1002622,Complete,In Service,006f100000ZQRpxAAH,2014,-1.700583,29.831933,6500,5855
Rwanda - Rugogwe - RW103,Ngororero,Rugogwe,RW103,Complete,In Service,006f100000ZQRpyAAH,2014,-1.920847,29.631467,1000,8722
Rwanda - Sha - RW101,Gasabo,Sha,RW101,Complete,In Service,006f100000ZQRpzAAH,2014,-1.813833,30.098779,3000,5124
Rwanda - Rutenderi - RW102,Gakenke,Rutenderi,RW102,Complete,In Service,006f100000ZQRq0AAH,2014,-1.660639,29.873889,2313,6409
Rwanda - Rwamahwa - RW107,Rulindo,Rwamahwa,RW107,Complete,In Service,006f100000ZQRq1AAH,2015,-1.634806,29.896667,5000,7690
Rwanda - Shagasha - RW106,Rulindo,Shagasha,RW106,Complete,In Service,006f100000ZQRq2AAH,2015,-1.710694,30.048972,1000,5331
Rwanda - Gasura - RW104,Gasabo,Gasura,RW104,Complete,In Service,006f100000ZQRq3AAH,2015,-1.820833,30.113889,7000,4670
Rwanda - Gaseke - RW105,Gicumbi,Gaseke,RW105,Complete,In Service,006f100000ZQRq4AAH,2015,-1.765778,30.127389,4300,4375
Rwanda - Coko - RW112,Nyaruguru,Coko,RW112,Complete,In Service,006f100000ZQRq5AAH,2016,-2.747417,29.575389,1510,3982
Rwanda - Kanyarira - RW111,Muhanga,Kanyarira,RW111,Complete,In Service,006f100000ZQRq6AAH,2016,-2.11375,29.705778,8000,4388
Rwanda - Cyumba - RW109,Nyaruguru,Cyumba,RW109,Complete,In Service,006f100000ZQRq7AAH,2016,-2.793167,29.699444,4000,5498
Rwanda - Mubuga - RW108,Muhanga,Mubuga,RW108,Complete,In Service,006f100000ZQRq8AAH,2016,-2.143889,29.783333,12000,7339
Rwanda - Butare - RW110,Muhanga,Butare,RW110,Complete,In Service,006f100000ZQRq9AAH,2016,-1.942167,29.773667,8000,4193
Rwanda - Kigohe - RW116,Nyanza,Kigohe,RW116,Complete,In Service,006f100000ZQRqAAAX,2016,-2.311972,29.630944,6500,4423
Rwanda - Kukibuye - RW114,Nyabihu,Kukibuye,RW114,Complete,In Service,006f100000ZQRqBAAX,2016,-1.602056,29.636083,12000,8154
Rwanda - Tubungo - RW113,Nyabihu,Tubungo,RW113,Complete,In Service,006f100000ZQRqCAAX,2016,-1.65225,29.634444,10000,8628
Rwanda - Mariba - RW115,Nyabihu,Mariba,RW115,Complete,In Service,006f100000ZQRqDAAX,2017,-1.688611,29.542583,5780,8713
Rwanda - Gasiza - RW117,Gakenke,Gasiza,RW117,Complete,In Service,006f100000ZQRqEAAX,2017,-1.813111,29.875111,6700,5458
Rwanda - Rugusa - RW122,Nyaruguru,Rugusa,RW122,Complete,In Service,006f100000ZQRqFAAX,2017,-2.593389,29.474611,4000,4767
Rwanda - Rwimvubu - RW121,Nyaruguru,Rwimvubu,RW121,Complete,In Service,006f100000ZQRqGAAX,2017,-2.755667,29.536444,2500,4019
Rwanda - IPRC Demonstration Bridge - 1007322,Kicukiro,IPRC Demonstration Bridge,1007322,Complete,In Service,006f100000a7n8NAAQ,2018,-1.98025,30.108917,,75300
Rwanda - Cyuzu - 1009426,Muhanga,Cyuzu,1009426,Identified,Technical,006f100000atGB5AAM,2021,-1.85109,29.666005,,7002
Rwanda - Jali - 1037824,Gasabo,Jali,1037824,Identified,,0063Z00000rBBlNQAW,2022,-1.899344,30.038678,0,
Rwanda - Mutugezi - 1010425,Ruhango,Mutugezi,1010425,Identified,Vehicular Bridge Required,006f100000bgzlZAAQ,2018,-2.12013889,29.66583333,0,6075
Rwanda - Gitagara 2 - 1009857,Ruhango,Gitagara 2,1009857,Identified,Vehicular Bridge Required,006f100000bNTvYAAW,2018,-2.12042,29.6838,0,5131
Rwanda - Rutete - 1014792,Nyagatare,Rutete,1014792,Identified,Technical,006f100000efhn7AAA,2019,-1.419195,30.104228,2995,3324
Rwanda - Ruganda - 1011301,Rutsiro,Ruganda,1011301,Identified,Identified in Needs Assessment,006f100000cME4TAAW,2019,-1.91924,29.47704,1756,5284
Rwanda - Bungwe - 1011302,Rutsiro,Bungwe,1011302,Identified,Vehicular Bridge Required,006f100000cME4YAAW,2019,-1.92295,29.47887,825,5319
Rwanda - Nkuna - 1011309,Rutsiro,Nkuna,1011309,Complete,In Service,006f100000cME5HAAW,2019,-1.763,29.37679,2699,7206
Rwanda - Busuti - 1011311,Rutsiro,Busuti,1011311,Identified,Local Investment,006f100000cME5RAAW,2018,-1.7553,29.373762,600,8651
Rwanda - Mungoti - 1011316,Rutsiro,Mungoti,1011316,Identified,Vehicular Bridge Required,006f100000cME5vAAG,2019,-1.892213,29.456516,2780,4781
Rwanda - Nyiramusenyi - 1011313,Rutsiro,Nyiramusenyi,1011313,Identified,Vehicular Bridge Required,006f100000cME5bAAG,2019,-1.94245,29.470675,1970,5782
Rwanda - Kazo - 1011307,Rutsiro,Kazo,1011307,Complete,In Service,006f100000cME57AAG,2019,-1.77286,29.37514,12145,5762
Rwanda - Marimba - 1011314,Rutsiro,Marimba,1011314,Identified,Technical,006f100000cME5gAAG,2018,-1.935,29.47888,700,5327
